time,eyes_open,yaw,pitch,perclos,fatigue_score,distraction_score,driver_state,alert_level,total_alerts
0.0,False,-3.880782754409514,0.16741578433087867,100.0,0.6000000000000001,0.017619958429222017,fatigued,3,1
0.03333333333333333,False,-0.9461238542231315,-2.1582350834884014,100.0,0.6022222222222223,0.012938480573803127,fatigued,3,1
0.06666666666666667,False,-0.8661790269112781,-2.4028641745560746,100.0,0.6044444444444446,0.011688781292445515,fatigued,3,1
0.1,False,1.2872381884418218,-0.5742867213024516,100.0,0.6066666666666668,0.0076553694940112525,fatigued,3,1
0.13333333333333333,True,-3.2143428322419743,0.439471106119901,80.0,0.5466666666666666,0.00878616873225969,fatigued,2,2
0.16666666666666666,True,-0.9525174431370522,-0.6167348147716311,66.66666666666666,0.4933333333333333,0.008255796055048163,fatigued,2,2
0.2,True,-0.16970977246363927,1.5248039076242208,57.14285714285714,0.4552380952380953,0.0067000841225184436,fatigued,2,2
0.23333333333333334,True,0.6608417901283332,0.9919095780189601,50.0,0.4266666666666667,0.005219908841015963,fatigued,2,2
0.26666666666666666,True,2.9050795047039912,0.44797403252439416,44.44444444444444,0.40444444444444444,0.003094700934746936,fatigued,2,2
0.3,True,-1.1004011001627165,-1.9385312293769623,40.0,0.3866666666666667,0.003705082714539441,attentive,2,2
0.3333333333333333,True,-0.2200619606775821,-0.8203458326467955,36.36363636363637,0.37212121212121213,0.003622897367561504,attentive,2,2
0.36666666666666664,True,-1.1690795627054675,-1.4125219373945106,33.33333333333333,0.36,0.004015559820784239,attentive,2,2
0.4,True,0.9189934550173513,0.3171216827521989,30.76923076923077,0.34974358974358977,0.0033382759725552116,attentive,0,2
0.43333333333333335,True,-0.19460134800450718,1.4871922531233364,28.57142857142857,0.34095238095238095,0.002925543632116455,attentive,0,2
0.4666666666666667,True,1.1678077972633798,1.0014864048931797,26.666666666666668,0.33333333333333337,0.002236121908579812,attentive,0,2
0.5,True,0.9136725468582183,0.9748672521469047,25.0,0.3266666666666667,0.0017071681301458871,attentive,0,2
0.5333333333333333,True,-2.171458506457195,0.6094740819569404,23.52941176470588,0.3207843137254902,0.0020947782311121358,attentive,0,2
0.5666666666666667,True,1.1743101168656311,-0.5584436982211366,22.22222222222222,0.3155555555555556,0.0017573922138886062,attentive,0,2
0.6,True,2.4618655714047346,0.3529900581222163,21.052631578947366,0.31087719298245614,0.0010477375124638626,attentive,0,2
0.6333333333333333,True,1.8814486613755652,-0.607667841472856,20.0,0.3066666666666667,0.0006447695833653056,attentive,0,2
0.6666666666666666,True,-0.2538462556342591,0.5993188521984162,19.047619047619047,0.3028571428571429,0.0006043703607786087,attentive,0,2
0.7,True,-1.5864932958479463,-1.4952247395360365,18.181818181818183,0.29939393939393943,0.0010484354788474527,attentive,0,2
0.7333333333333333,True,3.696980073100863,-0.15281790412612933,17.391304347826086,0.296231884057971,0.00043564531088393163,attentive,0,2
0.7666666666666666,True,2.46005963244335,-1.3377880955219612,16.666666666666664,0.29333333333333333,0.00099692928963494,attentive,0,2
0.8,True,1.7569256777887416,-0.45047886780291424,16.0,0.2906666666666667,0.0013094370267944667,attentive,0,2
0.8333333333333334,True,-1.3680116245091583,-1.3517541056675568,15.384615384615385,0.2882051282051282,0.001140760462229657,attentive,0,2
0.8666666666666667,True,-3.365286433013868,-1.943261167266385,14.814814814814813,0.28592592592592597,0.0007616688666135694,attentive,0,2
0.9,True,1.6564451642550253,-1.3108944453576523,14.285714285714285,0.28380952380952384,0.001046299244697884,attentive,0,2
0.9333333333333333,True,0.7208851747115237,1.416778324160811,13.793103448275861,0.28183908045977013,0.0010121350581192012,attentive,0,2
0.9666666666666667,True,-0.8479312341741111,5.777836839813341,13.333333333333334,0.28,0.00042478986668844547,attentive,0,2
1.0,True,-3.1375874964197834,3.4321639752689075,12.903225806451612,0.27827956989247316,0.0002847796249329362,attentive,0,2
1.0333333333333332,True,0.3091860013421976,0.506190532096463,12.5,0.2637634408602151,0.00026808988175184206,attentive,0,2
1.0666666666666667,True,0.39077289122621545,1.0251534275155636,12.121212121212121,0.2501515151515152,0.00027637050116428673,attentive,0,2
1.1,True,5.1069953710256355,0.029608664420304798,11.76470588235294,0.2373618538324421,0.0006549079955879919,attentive,0,2
1.1333333333333333,True,-1.063358288263547,0.635778177759682,11.428571428571429,0.2253221288515406,0.0005415335830938962,attentive,0,2
1.1666666666666667,True,2.0600402935837425,0.3123232916489548,11.11111111111111,0.21396825396825395,0.0008000961612682285,attentive,0,2
1.2,True,2.727965617205372,2.885678234170794,10.81081081081081,0.20324324324324325,0.0012794695063739847,attentive,0,2
1.2333333333333334,True,3.2215087855309865,1.0829015714751182,10.526315789473683,0.1930962541488857,0.0016859114867639729,attentive,0,2
1.2666666666666666,True,2.8288514228380515,-1.3741230571974603,10.256410256410255,0.18348178137651824,0.0018867616075294916,attentive,0,2
1.3,True,0.5633549676570639,0.6656963703126695,10.0,0.17435897435897432,0.0019391706954316316,attentive,0,2
1.3333333333333333,True,0.17353460529601514,-1.0742521002938152,9.75609756097561,0.16569105691056912,0.0018524601424426876,attentive,0,2
1.3666666666666667,True,-0.8800133820842428,-0.8630313153619936,9.523809523809524,0.15744483159117303,0.001669567806800905,attentive,0,2
1.4,True,2.7150844844931186,0.671645442097708,9.30232558139535,0.1495902547065338,0.0019460798945540596,attentive,0,2
1.4333333333333333,True,-0.24367867965558676,-0.6211381714644016,9.090909090909092,0.14210007047216353,0.0018458661832750239,attentive,0,2
1.4666666666666666,True,1.0604570101440456,2.1186578306583237,8.88888888888889,0.13494949494949499,0.002014208507644044,attentive,0,2
1.5,True,-0.20786862639332704,-1.3529446232690663,8.695652173913043,0.12811594202898552,0.0018849777972819403,attentive,0,2
1.5333333333333332,True,2.507392935922718,1.702571374600611,8.51063829787234,0.12157878507554734,0.0021624774302686626,attentive,0,2
1.5666666666666667,True,2.08543313217729,-0.7256308830879532,8.333333333333332,0.11531914893617023,0.002276927455159669,attentive,0,2
1.6,True,0.6044441496334679,2.796589552404823,8.16326530612245,0.10931972789115647,0.0024121138722503674,attentive,0,2
