time,eyes_open,yaw,pitch,perclos,fatigue_score,distraction_score,driver_state,alert_level,total_alerts
0.0,False,2.8360479770077074,3.7416299426562554,100.0,0.6000000000000001,0.020919390881492604,fatigued,3,1
0.03333333333333333,False,0.6633777593296284,0.4986471356778064,100.0,0.6022222222222223,0.012487920612231926,fatigued,3,1
0.06666666666666667,False,-1.8240334758548729,0.18514801155592125,100.0,0.6044444444444446,0.005760155267299933,fatigued,3,1
0.1,False,1.269668951849166,0.8563423792365836,100.0,0.6066666666666668,0.006206605496549902,fatigued,3,1
0.13333333333333333,False,-4.794298276322179,-1.277388329168105,100.0,0.6088888888888889,0.0034234903413064726,fatigued,3,1
0.16666666666666666,False,-0.4775967921397863,1.945487560631371,100.0,0.6111111111111112,0.003927234967722411,fatigued,3,1
0.2,True,-3.085856941566177,2.374331082597555,85.71428571428571,0.582857142857143,0.006079231548755688,fatigued,2,2
0.23333333333333334,True,-1.7814847795692037,2.2477191652485016,75.0,0.54,0.006933407806379812,fatigued,2,2
0.26666666666666666,True,-2.063221862267379,-0.4909911650410241,66.66666666666666,0.5066666666666666,0.007060671768508902,fatigued,2,2
0.3,True,1.817643789038824,-0.9064859492744146,60.0,0.48,0.005345321585579776,fatigued,2,2
0.3333333333333333,True,-3.037588031222439,-4.060575455371085,54.54545454545454,0.45818181818181825,0.005266373281249047,fatigued,2,2
0.36666666666666664,True,0.03929595074143839,1.5825004586818792,50.0,0.44000000000000006,0.005106010425811443,fatigued,2,2
0.4,True,0.9315038650654537,2.0491428145425865,46.15384615384615,0.4246153846153846,0.0047450583562040115,fatigued,2,2
0.43333333333333335,True,0.35590756933395346,-0.7223549711146671,42.857142857142854,0.4114285714285715,0.004178479567303316,fatigued,2,2
0.4666666666666667,True,3.2085397410644294,2.2439833486923306,40.0,0.4,0.0032816777986036097,attentive,2,2
0.5,True,-0.38769253615123644,3.416109375957032,37.5,0.39,0.0036587249428935934,attentive,2,2
